who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,strategies,best-strategy,attend?,prediction
60,9.9,211,-19,9,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.5224802870493217 0.6428072706022703 0.5732570985426324 0.45172479926669284 -0.16970620016173688 -0.3196410109392347] [-0.04274345131403612 0.7653153757115114 0.7584413297974504 -0.5179555386221222 -0.24368479528082054 0.7756894609282885] [-0.6261522297156246 0.3682434092718718 0.781912961734647 0.2315689431305017 -0.15817550324967877 0.742962572061159] [0.8864281063541681 -0.22019215866563413 0.9919661732562683 0.0341266891933385 0.2797909407360619 -0.2922349657124135] [0.5539824092466927 0.3006004866989074 -0.13424911408525753 -0.5675983991656091 0.28688183321891714 0.6230721503914867] [-0.5295690408505431 0.24084417078271958 0.7789139151066993 -0.43099217293325 0.9767499721324839 -0.6845188958998312] [-0.6259362153568095 0.5152924396025511 0.8430603759274697 -0.6848735997239856 -0.9081002319690747 0.6753254984570123] [0.965069040357522 0.7290999864895265 0.08175923486718606 -0.5306688530089156 -0.9907402740306157 0.5233364259484323] [0.5804043268015389 -0.4897244388697015 0.23916753557684078 0.7261849072850288 0.30134185080140186 0.30761506718314036] [-0.41826166949660504 -0.8132186103249064 0.028014350087229634 -0.7908015086865756 0.6266309807261732 0.20555462854578654]],[0.5539824092466927 0.3006004866989074 -0.13424911408525753 -0.5675983991656091 0.28688183321891714 0.6230721503914867],0,-10.548650365285162
61,9.9,235,17,-25,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.7386243675192388 0.6620325312190567 -0.9631031419493623 0.7790112287759641 -0.033359155254051975 -0.517078441721299] [0.7839786406889926 0.2417230965709054 0.3109983874325952 -0.37352630302980283 0.9858051999668986 0.8470834070249176] [-0.31816885012442575 0.11756305525619237 -0.8863463954702835 -0.3229502338818735 0.17371964867945833 -0.7568986602734387] [0.6314887573635348 0.6776885943754116 0.2181411304647689 0.913044606019978 -0.8839624799137269 0.16800601635815493] [-0.3221760500566868 0.7177019537517277 0.5554484614688184 0.5074593639751059 -0.30861693826231207 -0.5480701655854647] [-0.09999904235317714 -0.7593770196707612 -0.8354024434373084 -0.11102016794306646 -0.35425945073595977 0.249525313333693] [0.47442967782008183 -0.6049211305022786 -0.003330434931432258 -0.5335617020921963 0.7810494838258168 -0.5818230123846335] [-0.9544498649498332 -0.2368048440373507 0.7715005251409568 0.9760193828758297 -0.5840000934952558 -0.8587495352763814] [-0.49055401755387407 0.4697022672057527 0.561463919719154 -0.9521805111891364 -0.4615157112756596 -0.05556866485712808] [0.9032623863698783 0.7007224279727946 0.058301776483965284 0.45281677631725237 0.2532588900060193 -0.09261789720685387]],[0.6314887573635348 0.6776885943754116 0.2181411304647689 0.913044606019978 -0.8839624799137269 0.16800601635815493],0,132.7764695485068
62,9.9,38,-8,17,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.7945596354759186 -0.5138855566714926 -0.26421803098266095 0.023562897634376245 0.9486502097824046 -0.030450155540884483] [-0.9076076866535099 -0.3340788203959293 0.6448487623555783 0.18096550390880184 0.7081415041744918 0.07190378820109511] [0.2886243473094876 0.07314298102141636 -0.11673269580562007 0.870824282156218 -0.2490492349442952 -0.3858841406881557] [0.9208377084806978 -0.9681268556349216 0.6311792210194351 -0.20028380640995214 0.8769043684715119 0.7981542918262141] [0.2494691804589768 0.13273664792244544 -0.44334444490142766 -0.23912456822346506 0.0026146275887253267 -0.6976021761920081] [-0.2290359427261175 -0.8478933399398763 0.9151282882447789 0.6299913068755383 0.9052128957462822 -0.42237955562781604] [0.12228752038908297 0.5560666697079932 0.7093668364233734 0.7870796480540274 0.3273963671499205 0.05235108833886892] [0.3044886294198319 -0.590147082670172 -0.14362522876890638 -0.6986302968948397 0.98971380328768 -0.9830776227325266] [0.6155081511581721 0.4266365138775583 0.7207314491516135 -0.33355757903747807 0.6048941242797363 0.9456272661035279] [0.9890233129761274 0.9274937941086212 -0.24938976598868967 0.5028104176922197 -0.18092199879406712 0.5632868822591994]],[0.2886243473094876 0.07314298102141636 -0.11673269580562007 0.870824282156218 -0.2490492349442952 -0.3858841406881557],0,160.54465088652412
63,9.9,266,-4,-17,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.36317018364533027 -0.5676696465044142 0.9544904169719421 0.34725133004652164 0.17558424790048366 -0.42853742652635773] [0.1388381390397051 0.5979828994010998 0.9934696521088906 0.12023691151876714 -0.015046394480518366 0.031497957808481525] [-0.6907466782576464 -0.05874059592812597 -0.10537375028628326 -0.3867180975569595 0.6516769924781396 0.16731482508613293] [0.6856913952236137 0.971568869943197 -0.46241235811638415 -0.5540162508504665 -0.24138974533659852 -0.5252001720794197] [-0.44894476481917067 -0.3303335653635957 0.2559690619891912 0.9255685032809784 0.9977565840369227 -0.7965866344949808] [-0.05903662272619137 0.5590884435923811 0.5603840762534049 -0.7256495653188133 -0.24235407808221998 -0.9577823153711451] [-0.344598956487838 0.7858251133437864 -0.136514621078625 -0.13302642297636846 -0.8065324949925541 0.4656868125280589] [0.9522863808167259 0.5280360824477521 0.3247122136246636 -0.8464431858665804 0.7567695589398551 0.6978990296368008] [-0.18800590602945144 -0.3134592100324314 -0.8409601961654267 -0.49616479679112 -0.8805584192234688 0.6932694836363671] [-0.9505747873435595 -0.16261135936159676 -0.8664762252477329 -0.27157146502440566 -0.04868558063546535 0.8402879985893159]],[0.6856913952236137 0.971568869943197 -0.46241235811638415 -0.5540162508504665 -0.24138974533659852 -0.5252001720794197],0,-46.69560301338818
64,9.9,208,-1,14,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.39845309044321064 -0.07114481271070061 0.5104689670755267 0.20609203323488656 0.9983779470961998 -0.871800669275969] [-0.7173699980898971 -0.33690571224027255 0.5959027043543721 -0.48621730144494535 0.5828539004984195 0.5721843864564802] [-0.4636708680755677 0.07073090825122197 0.9062312003058579 0.996880247053519 0.017686349378204014 -0.7665197381105702] [0.47783286021391724 -0.11005047326577744 0.14073182523452643 -0.31840638129881826 0.8756606367076532 -0.27257385818013247] [-0.4540955246197753 0.6517822360871166 0.17382931099336418 0.27631832198388606 -0.33179811248765434 0.8782866841885899] [-0.9359760617562951 0.4996830182692693 0.26607552203726037 0.7331412014887373 -0.9114791905149702 -0.6313951930863322] [0.525917324000692 -0.7214320274075174 0.0180735324325787 0.07700237323384407 0.6907540224587445 0.16939557516352388] [-0.7941350738460469 0.5465891977693684 0.16079501413377262 -0.32643635298450646 -0.45974883441097836 0.7291771678550374] [-0.5051120776028433 0.12905806439751344 -0.8653356428736456 -0.2890106943631776 0.36529260106884176 -0.16701643476912742] [0.16227604144010344 0.3148135525996463 -0.8257053519896755 -0.8701723191914055 -0.8103088419951392 0.5203929299863534]],[0.47783286021391724 -0.11005047326577744 0.14073182523452643 -0.31840638129881826 0.8756606367076532 -0.27257385818013247],0,-28.36872176080397
65,9.9,152,-7,16,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.7668079836913124 -0.7653830229485885 -0.2440297816521222 0.30885356240271844 -0.2731576549734085 -0.7314241084161792] [0.7883463376933426 0.18101256688534795 0.9291071979147403 -0.047999775748403195 -0.8888788912959198 0.2937747492940326] [0.9234411606711035 0.2257878229717183 0.8217847450296087 -0.35955051065443056 0.5322379810004123 0.774228408840939] [0.797510136869044 0.6379061713612382 0.09833954090163854 0.3776779440379354 0.836798422293126 -0.5155170501676423] [-0.8956963891372149 0.3973685562796896 -0.415619080359255 0.20344265040944287 -0.7663055726344932 0.9323137048780039] [0.7274223548395304 0.33768115813548083 0.3205481096917908 -0.014320572366953943 0.9575578317074309 0.31434448057776043] [-0.0418526859226398 -0.28785992019771967 0.3431410774745405 0.7393282216892021 -0.41779834175837527 0.8641953037319401] [0.28076840932433567 -0.051308983267029706 0.9125757958781104 0.5929576357001387 0.11267616381259415 -0.8719476552082255] [-0.9421129728841744 -0.9512377954704898 0.32968614529654827 -0.36264313499045 -0.3653167554750927 0.23815296403591413] [0.039019398422062146 0.34000242171528616 -0.18235415281833722 0.5049042341982768 -0.37244134461532896 -0.8290488164438208]],[-0.0418526859226398 -0.28785992019771967 0.3431410774745405 0.7393282216892021 -0.41779834175837527 0.8641953037319401],0,-72.05172322459744
66,9.9,289,-4,25,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.04133339247388168 0.47075428269854647 -0.4888329548961885 -0.07097324589597909 0.7719468483856118 0.7322912914134778] [0.36625226515927833 0.039317742972136305 0.18952275271809116 0.47603478331124593 0.8920159647565409 0.9309293349664922] [-0.0036914358895965282 -0.03636645749338596 -0.8542260711090317 -0.05387092063386367 0.2771254722305505 -0.4684104085276497] [0.28603479855657965 0.747388032064489 -0.9619738527711812 0.46824210549047307 -0.7893880941051754 -0.9030937538983066] [0.8543704315040399 0.6379652588032132 0.06167062723039218 0.6319242561359806 -0.9333300315792807 -0.02450402257617945] [-0.13202151309252574 0.02668533917853111 -0.19313320674420553 0.9294173253030007 0.7748002035215293 -0.09819855416042378] [-0.9114745928612407 0.12780205437676284 0.2401902988322746 0.3680846987355819 -0.24664883303827945 -0.6827506141403421] [-0.9193554747521517 0.5103165375835126 -0.5130027287922725 0.5594731258894612 0.3042575908853935 0.04102337660555744] [0.9209554852479798 0.40408509963017614 -0.21755105947877418 -0.4503139785020065 -0.9585877970388403 -0.5431574148368863] [-0.17304650741551741 -0.4412830754329258 -0.5314502069026741 0.039967400894771465 -0.7333416313870063 -0.5892232649923268]],[-0.04133339247388168 0.47075428269854647 -0.4888329548961885 -0.07097324589597909 0.7719468483856118 0.7322912914134778],0,-136.43669904796448
67,9.9,188,-17,-16,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.594342897881134 0.9910115365562737 0.11320513904833485 0.6482523318062037 0.7228153740898076 0.07488325802683615] [0.07785431671360254 0.8623929186926851 -0.7959545282878042 0.19858570049616775 -0.481628853365736 0.05192611508607281] [-0.831594761331141 0.43951912927434633 0.10605452568187035 -0.6537501540677115 -0.35064013177914655 -0.38691099940865614] [0.4669519398112896 0.9462021380411965 -0.052208184311508754 0.6794958423075816 -0.984926092557556 0.3600396637224723] [-0.7975030811642057 -0.20306631738969028 0.9282288274360775 0.6459296492430899 0.9886791135246826 0.8145951237393436] [-0.04002451869817647 -0.7303721975780315 0.03153184426094646 -0.27187314374138905 0.5359410286577331 -0.8590531955227223] [-0.022925220036930538 -0.6162888662700716 0.9131604218779168 0.3947972738377099 0.2922988912503608 0.12136429332870535] [-0.08578748327271146 0.037022283290554014 0.1872947742406441 -0.8360493296193641 0.5637953590768681 0.4134782705847433] [-0.31521612154907563 -0.8097768975167343 0.5054656638915767 -0.7673534756196463 -0.3339815374501074 0.022796421221174867] [0.7900156820474029 -0.3302436076378432 -0.7426629160284266 -0.8278414595553707 0.604825364501282 0.10387437603095817]],[0.4669519398112896 0.9462021380411965 -0.052208184311508754 0.6794958423075816 -0.984926092557556 0.3600396637224723],0,109.73550906154034
68,9.9,337,-6,1,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.9539314911195969 0.8822321843253607 0.8866787057370185 -0.5555980516462429 0.5013625935807244 -0.07946124327054904] [-0.23238225695899684 -0.7856620078607495 -0.4641507492472412 -0.7373372978396155 0.33715459707455375 -0.4643241011447461] [-0.808716967172856 -0.30048357125000535 -0.08392446126431663 -0.9735589662303978 -0.08231621358769692 -0.5250280324287389] [0.6683293368623655 0.9963890883799791 0.1819886620034421 -0.8808914367405967 -0.09812120153798998 -0.9312293886214813] [-0.4156554402540773 -0.006159567376418984 0.7944941546738917 0.07012664150217418 0.8192649565337444 -0.1690749534012057] [-0.1584041157865006 -0.7313368676461061 -0.7612083719263103 -0.21825585076357235 -0.4138867881849597 0.0065184528301442946] [0.20005665822127616 0.7034304810360406 -0.11432997010806312 -0.9219481930386364 0.37115698217668736 0.4967719013248857] [0.8063704920299175 0.08885449040916571 0.2898837409455439 0.603389609443933 -0.5360676186501498 0.665753516973576] [0.19909834509015845 0.34334961642223094 -0.2971650487234838 0.4410116751985018 0.3463957694526614 0.2741372027626723] [-0.34962023067686854 0.5816576625161043 0.34584128782407997 -0.1590934754998521 0.9831606416434726 0.05506029547018776]],[0.19909834509015845 0.34334961642223094 -0.2971650487234838 0.4410116751985018 0.3463957694526614 0.2741372027626723],0,64.66265792889445
69,9.9,335,-25,-10,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.48009306147521724 0.6713133672814329 -0.2096050076324285 -0.47847645814653816 -0.5240344674451745 -0.25925576672420414] [0.3876630303194044 0.7605068812113189 -0.6100557807149647 0.11298939310293865 0.08123214328129214 -0.4679814421775621] [0.2807218014363988 0.482497201046052 -0.9605803587208084 0.06644068297344163 0.922158236288956 -0.6422669795959761] [-0.18089304144967255 0.8244359320011698 0.9426115764221865 -0.5132459685986333 -0.04103780179367167 0.3456773420767605] [0.8756449888303157 -0.7635513518879293 0.3091700260616732 0.43832670402905594 -0.14100842464512953 -0.9938166884265531] [-0.8036561139828862 0.744573995892764 -0.6410381894514732 -0.24527093828965674 0.019170565391816607 0.11888485497830747] [0.519352076424733 -0.10621828467798777 -0.18602098360245645 -0.025434351290119617 -0.975912377766958 -0.6269943433786782] [0.8107164989533158 0.4203547119225388 -0.04983386967859471 0.869015033305198 -0.9535128110574276 0.0545655185386098] [0.5552096444028474 -0.3403470831387503 0.4127226063566578 0.1946159616634504 0.6002201158331448 -0.9170119053709953] [0.47688390539900705 -0.23189775976014548 0.2736257433528524 -0.2796032464089129 0.8773240091708776 0.6745855061581438]],[-0.18089304144967255 0.8244359320011698 0.9426115764221865 -0.5132459685986333 -0.04103780179367167 0.3456773420767605],0,163.35256664142156
70,9.9,61,-13,-1,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.27777129671816403 0.888390755112493 0.45855612323667305 0.45108750002869846 -0.9399883885662466 -0.8815747790349124] [-0.6565273080091618 0.6448986798074041 -0.3077837471937406 0.6007556480958396 0.3413436006520423 0.31545811959582837] [0.9797703051831819 0.3852175150832349 -0.22791006586530305 -0.30489325238977893 0.75538425889549 0.7218901614358018] [-0.45665923121117946 0.18007041764644227 -0.7579813326949676 0.49982141425587745 -0.2606414548863456 -0.9135987791734892] [-0.15947378478825125 -0.02086496369112223 0.7659532814756116 0.5520764214847544 -0.3088503297962826 0.6142395827952016] [-0.7723280645129242 -0.1847306226779577 -0.1538369364621306 0.5847319673450535 0.9594063217170719 0.13745644177563499] [0.048298152130146876 0.9815268432868296 -0.2576875954084086 -0.205182935710571 -0.09532408608624632 0.7123031343397155] [0.1897141016358197 0.691930868643635 -0.726653347123932 -0.572367212268778 -0.24701465771274123 -0.4777669675181393] [0.06656370472268458 -0.2565314808664334 0.7845934742992879 0.6609782506951851 -0.14133517986599564 -0.4151039874364484] [-0.9267871303104824 -0.024308293047859753 -0.5705650782524019 0.3487207869273008 0.26541320514769096 0.4084240602667488]],[0.048298152130146876 0.9815268432868296 -0.2576875954084086 -0.205182935710571 -0.09532408608624632 0.7123031343397155],0,-31.75975505120539
71,9.9,115,21,-24,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.3847960888921387 -0.4447616800284335 0.4050376556751414 0.5179441857285734 -0.4642934139436612 -0.36707270859922225] [0.75435535595591 -0.765485416571523 -0.4796227425975492 -0.03460057631525948 -0.6164779835057457 0.5064197270465776] [0.20951753295854902 0.2090598242203976 0.2332267742147489 0.12255221270911698 -0.01908269631325954 -0.8023477516859236] [0.15210754876071664 -0.003964266940511774 0.696328673300793 0.8656869855458023 -0.5318328525481393 -0.04655740061472158] [0.10941320816203093 0.11365490706861947 -0.6449959221573269 0.5497131268800666 0.992806350575659 -0.9313579330961612] [-0.7031074597239892 0.11677265074335708 -0.4895243549447674 -0.33673479568730147 -0.3041450459571846 0.4403994268773981] [0.7348379768581825 0.47349415118733296 0.29567508532868025 -0.1091152413009111 0.5151708760400866 -0.354743929563486] [-0.8004232384079171 -0.1634959350926959 -0.48545160009736765 0.93557333523582 -0.8615620813209013 0.4519119637542992] [-0.9007363447921997 -0.4092000297288856 0.5393781620287594 0.753918041808842 -0.4750522288032437 -0.37887031365909496] [0.7117164631121666 0.8304656748744292 0.4767770840616319 -0.5375768031263319 0.9671833319686889 0.9035772521822574]],[0.7348379768581825 0.47349415118733296 0.29567508532868025 -0.1091152413009111 0.5151708760400866 -0.354743929563486],0,231.90774836863534
72,9.9,241,-16,-9,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.31300394575493895 0.487570295188408 -0.15893974513120535 0.6282748224252268 0.23579836032164425 -0.47724825794159287] [0.06490033957865782 -0.8553343226766577 -0.004671909254158058 0.07937837893556776 0.5935355295541127 -0.023640630560612497] [0.5709655323024985 0.7334907254011576 0.6115460560929638 -0.8427167113774348 -0.3214673504377765 0.9808226580298449] [-0.7804415111724625 -0.9005729831445954 0.7989061362247196 0.6599402835389929 0.368492555880628 0.9533521553752817] [-0.22299558206346237 -0.5928610007402857 0.5834159591200399 -0.8065163896034842 -0.5028151543917418 0.06576332505174953] [0.3056437791130562 0.4775050772569087 -0.44874186720950116 0.048814804257430344 -0.6364745786533317 0.015570310031462808] [-0.5149812842915096 0.7784551703859892 -0.6021175444808069 -0.01938581923396221 -0.027082837611028365 0.6715819491042598] [0.9870363926015522 -0.32584684457280133 -0.9711634276031587 0.058592980347185186 -0.6549409495342242 0.3878118107180075] [-0.94214549278269 0.6618274011229439 -0.5882461824756002 0.20943006809255826 -0.48032132857499743 -0.7564659567443688] [-0.7059871675646965 -0.34618282849440085 -0.24990625364474983 -0.618716827177362 -0.36474341129357324 0.7147399453404988]],[0.9870363926015522 -0.32584684457280133 -0.9711634276031587 0.058592980347185186 -0.6549409495342242 0.3878118107180075],0,-70.58907857991034
73,9.9,272,-12,0,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.23172119629151733 -0.17742562216710334 0.6240766765148809 0.44004241776928277 -0.5359462764736431 -0.13794045930194843] [-0.8535745585923458 0.31136459264830996 -0.3013445408051818 0.5317555694239677 0.8948733930067116 -0.8863598957365026] [0.2139863271392306 0.8398952526352956 0.41934129647606055 -0.21156101040222874 0.5666406124638947 0.20188944149119004] [-0.9472136901959125 0.7985047534352878 -0.10648705204695075 1.3060220233618303E-4 -0.37501672508075723 -0.4246892960312827] [0.13817200702535137 0.9907010337013942 -0.8847497996023073 0.09045147453770652 -0.48544454839608475 -0.2900634251072185] [0.030844994694749106 -0.2082965474732259 0.24710836695845906 0.10162034059166047 0.7668449482843049 -0.5851104327005547] [0.8197131870122762 0.41083956469794547 -0.07574776170674147 -0.48594803023690525 -0.560702973737788 0.010185483129368178] [0.29684423648597114 0.7949571976719474 -0.3665160617071339 0.36753579051293683 -0.12565622053602166 0.08961798816851485] [-0.20850738579124095 -0.573555651651442 0.4567870621444887 -0.07610438901828531 -0.7650331250911067 0.8047638108884223] [-0.5403645712804668 -0.041463420355255076 -0.02131669118645929 -0.8558970593373358 -0.3699015916504407 -0.753143358533997]],[0.29684423648597114 0.7949571976719474 -0.3665160617071339 0.36753579051293683 -0.12565622053602166 0.08961798816851485],0,-165.41931751209745
74,9.9,17,-1,3,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.8440176843952558 -0.26249033128818366 -0.748038265423352 -0.40272384051780974 -0.9309484290635679 -0.16445327424632628] [-0.7588641919683652 -0.16790257730180191 -0.2885663662364737 0.21257866453779384 -0.3489250735778382 -0.7131955926292493] [0.5206669151108363 -0.49909980083941985 0.12723297282515755 0.1386459986729196 -0.1054467663329961 0.15264956647293304] [0.4277547337818741 0.34585968402816336 -0.36491455445422005 -0.15204315927270007 -0.21519920889907174 -0.8301274274185018] [0.8402772742462492 -0.046347060240140125 -0.1701004829501136 -0.3183096211805845 -0.020145482825544958 -0.08324487447792461] [0.9485670683362994 -0.9921701226755621 0.5422506880302824 0.1774063432961004 0.5351119127173194 -0.4618572677256052] [0.13116193302123924 0.2538192915550588 0.46616279907946834 0.5426236795355475 -0.9787766847767461 -0.45161417597589293] [-0.7509145170598241 0.3074832805994312 0.7317231163349616 0.5481567077510856 0.13009535810777995 -0.44062704620361237] [0.8332784593111218 0.6625879235092531 -0.41358401284959867 -0.8008220734927578 -0.2701689350038805 0.01227336978934579] [0.9731773581033365 -0.5214258761267887 0.6387246971736074 -0.7896770967820859 0.699873137032383 0.2119019641372677]],[0.8402772742462492 -0.046347060240140125 -0.1701004829501136 -0.3183096211805845 -0.020145482825544958 -0.08324487447792461],0,143.6342548782224
75,9.9,209,-3,21,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.6531128297048387 -0.01472913430784728 -0.6596096762412291 0.006613992117398659 0.7135883878625329 0.3657699293318444] [0.9353487179339521 -0.23561701536951207 0.08940253258844577 -0.813957177440054 -0.11282309281286262 0.8158534865203191] [0.15718540506426915 -0.519096260575322 -0.46493300240430013 0.691836903893605 0.7816888707476497 0.9043359780180549] [-0.2837473758016882 0.4816776245742258 -0.098807901020318 0.14752578394648008 0.5985641018662815 0.0206166929118341] [-0.2607105102166951 -0.819217419772684 0.4233796978539033 0.27436693047302985 -0.45677897941620715 -0.4006391988767757] [0.2636930247868001 0.17389594180980472 -0.9807700191720434 -0.9231793741084484 -0.5683273089605159 0.9352824414556842] [-0.3050387020494818 -0.4229094453427311 0.8892482318983688 -0.8554506759193481 0.05897967384580549 0.616043304914969] [0.9707171869886295 0.6416816017305524 0.7302903178990166 -0.77933743123177 -0.34870331866577775 0.07036234956935927] [0.08699788597309355 0.2389004892872113 0.22383734965347934 -0.15742423936040306 0.10780626165625962 0.5257642091089232] [-0.5283244844447459 -0.3196727825177601 0.7146427377585736 0.3439464999641799 -0.3220349569315879 0.02939778150368899]],[0.08699788597309355 0.2389004892872113 0.22383734965347934 -0.15742423936040306 0.10780626165625962 0.5257642091089232],0,-76.25197087057586
76,9.9,245,3,-4,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.4327938492960963 -0.8482360684868011 -0.7202309954772019 -0.3921005148801271 0.9344219878277096 0.6374786592468475] [-0.4511524481095128 -0.5581853567593611 -0.3807690912541981 -0.42086618252354313 0.11299537655054936 -0.26107605236258724] [-0.9201932837751896 -0.06524716078091508 -0.8509053670638265 0.5576773629326832 -0.4273010505694168 0.0608809870672824] [-0.6246422756377628 0.8045928877390942 0.7969090097202223 -0.8053225263947623 -0.7246197040198805 0.6148327536379232] [-0.0017117995470699032 -0.5424810575661647 -0.7537526696092844 0.8288017990804448 -0.749957457148694 0.1973919764327159] [0.56801329678672 0.1818589549219516 -0.39421901473423904 0.1356790087617854 -0.9986448096548792 -0.3265463589405031] [0.4992695205817248 0.8499019903748277 -0.3803342448464837 -0.8874043286581532 -0.5102014189376065 0.13464797550902063] [-0.39357841326679543 -0.9334925962888159 0.6404498581388967 0.9585188847334805 -0.5262202084814218 0.5917957884013851] [0.1713485195551152 0.8571787066673944 -0.08130889933583263 -0.6569644153989651 -0.375078569592862 0.7607796767802077] [0.6635814426924449 0.8391668875461284 0.13994184422773426 -0.5438366933173495 -0.5482817320527922 -0.6205649842487084]],[0.1713485195551152 0.8571787066673944 -0.08130889933583263 -0.6569644153989651 -0.375078569592862 0.7607796767802077],0,-21.20978012450003
77,9.9,199,-9,11,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.6893989079043152 0.562825449618203 0.9500568639119671 -0.9386834260530743 -0.92869452758453 0.8812346499929535] [-0.3094126494904348 0.9901363639568064 -0.3648011858900915 0.7575501126242281 0.20590580527680946 0.859387872958763] [0.7723045198956515 0.5344419115776149 0.8766767677566021 -0.5504406649048486 0.43418613008713014 -0.9795632607347082] [-0.5857690069735368 -0.6500404859674795 -0.3416530236763293 -0.5363836496333492 0.6543389346817148 0.1568145186633303] [-0.6696585509128998 -0.22936576391508368 0.2066961744316731 -0.6874768225509778 0.10908701893451855 -0.9077294766539696] [0.3157236203844309 0.6036179535653663 -0.03925625455097026 0.6204830119088762 -0.35494559038842155 -0.04677188579270619] [0.964311345454564 -0.32159890804934044 -0.06646475688301501 -0.7794071788369179 0.8335647605611365 -0.5552796772210424] [0.7168320577888576 -0.14512810533448817 0.7574046005629926 -0.8604322554846144 -0.2581349823251329 -0.28943685651569906] [0.5130182450885052 -0.014066647656407305 -0.5344517991155988 0.46322308064307616 0.002013681583755478 -0.6386437971272421] [0.7637779674035678 0.8060100489709192 0.6489022432221989 0.6958384327749443 0.3551797832501613 -0.78746499658669]],[-0.3094126494904348 0.9901363639568064 -0.3648011858900915 0.7575501126242281 0.20590580527680946 0.859387872958763],0,83.63062141104065
78,9.9,32,-11,25,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.16810060274602945 0.0819569939242697 0.163468648547199 -0.9787798477073306 -0.09307945620319624 -0.2029844206980833] [-0.0525042707886445 0.6985787544134028 -0.412059949514364 0.5662771200379841 0.8062485863631077 0.01410850678658604] [-0.17691934514756213 -0.3007987348532246 -0.6250569470205516 0.44979982366360893 0.08820435166867857 -0.2542257826577323] [-0.34267080171314035 0.6634514258964199 -0.9567787809435793 0.10049670033509117 -0.8850945582139733 -0.3884348637765147] [0.26598536242787785 -0.36210395987969424 -0.7821966044765982 -0.2817616442422064 -0.28222626792167604 0.5073890000672217] [0.7510541719172796 -0.6588983925255576 0.9639562800953825 -0.40862283398616883 0.8576263862695628 0.7364695289272791] [-0.6726359642642057 0.8557790252885438 -0.5782287020841435 0.8778630065490656 0.1567419006110733 -0.8591323121554957] [0.10952628236402173 -0.3611900870777054 0.24952082399688136 0.10634712674765745 0.3537855479970693 -0.5680930824191393] [-0.9744200510860244 -0.0894189586458427 -0.7178431494858766 -0.719747932202494 0.10125348583784022 -0.5778736008890026] [0.8836315980873368 -0.6567123533176431 0.3067880279185413 -0.25075996866760764 -0.6827995210866982 0.7389256710338576]],[0.8836315980873368 -0.6567123533176431 0.3067880279185413 -0.25075996866760764 -0.6827995210866982 0.7389256710338576],0,65.37391799307574
79,9.9,301,-8,-14,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.17575399523823787 0.6377791643678936 -0.23568458848410279 -0.28963358734120326 -0.41131292244750384 0.8027640583708859] [-0.9671268074052264 0.5362665144583099 -0.691017221968089 0.7603475848244872 -0.18417695178788573 0.76199058524945] [0.5432067672908554 0.07072914537931996 -0.287437375304209 -0.22150013039221705 0.660053685952245 -0.932034086863025] [-0.04125595378996483 0.9424497810061405 0.2807886079836779 0.47087834315581745 0.6590506674221082 -0.16709791229054494] [-0.7969050231940771 0.4694743880812542 -0.37549641959617186 0.7401809276540001 -0.9248891233250811 0.0799662454672625] [0.9454283781306343 0.029580225018355888 -0.18484374612181287 0.8293606764853911 -0.9073050066114936 -0.05445716222542285] [-0.48427489674161417 0.21446806449702827 -0.795094195861084 -0.19218195568328067 0.07864448438972693 -0.5782134628236666] [-0.38695253477005376 0.42404093669963494 -0.508914235172917 0.25433965859473373 0.5314711202227902 0.8467920717193049] [-0.9881541326188854 -0.4926029091073907 -0.17410762873960017 -0.7763976339567553 -0.9050608169718564 0.21198743081054094] [-0.4847080603205267 0.6885211478447819 0.6836329141297961 0.15519696250065307 -0.28760296789604256 0.44856955570611134]],[0.17575399523823787 0.6377791643678936 -0.23568458848410279 -0.28963358734120326 -0.41131292244750384 0.8027640583708859],0,-17.04830500519172
